Date,TimeblockId,DAM_Price,RTM_Price,RTM_Purchase_Bid,RTM_Selling_Bid,DAM_Purchase_Bid,DAM_Selling_Bid,Demand
28-10-2020,65,2635.4,3235,2392.3,2643.3,7026.6,12803.1,145751
28-10-2020,66,2679.88,3500.12,2335.3,2372.4,7053.7,12730.4,145983
28-10-2020,67,2799.17,3599.78,2422.4,2482.2,7912.9,12654,146022
28-10-2020,68,2919.57,3800.12,2513,2479.5,8097.8,11926.3,146814
28-10-2020,69,2919.69,3349.08,2389,2745,8306,11609.5,146824
28-10-2020,70,2919.79,3907.17,2327.1,2118,8307.9,11756.5,146537
28-10-2020,71,2919.36,4500.87,2726.2,1448.3,8467.6,11794.2,148953
28-10-2020,72,2989.7,4900.26,3200.2,1367.2,9375,12028.1,152918
28-10-2020,73,2797.29,6000.02,3212.6,1122.6,8628.2,12453.9,154442
28-10-2020,74,2779.9,5500.81,3362.6,1269.6,8422,12066.9,157414
28-10-2020,75,2649.68,5500.24,2953.1,1695.4,8059.2,12214.3,160053
28-10-2020,76,2850.2,5496.2,2833,1844.4,7871.7,12169,159877
28-10-2020,77,2550.19,3999.18,2615.1,2327,6959.6,12139.9,158128
28-10-2020,78,2533.84,3399.58,2434.3,2824.1,6565.1,12454.1,156114
28-10-2020,79,2399.87,3097.77,1875,2881.8,6125.6,12313.9,154528
28-10-2020,80,2063.87,3098.23,1867.8,3141.7,5776.9,12800,152488
28-10-2020,81,2399.8,2949.51,1618.3,2482.9,5810.3,13112.2,148949
28-10-2020,82,2399.74,2940.94,1607,2701,5753.7,13735.9,146739
28-10-2020,83,2399.95,2940.93,1517,2774.9,5765.2,14079.5,145530
28-10-2020,84,2399.96,2986.81,1502,2569,5729.5,14534.9,143934
28-10-2020,85,2649.63,2992.32,1453.9,2740.3,5736.4,15290.3,141862
28-10-2020,86,2679.92,2989.52,1447.9,2858.2,5621.4,15656.9,140531
28-10-2020,87,2649.96,2798.69,1311.8,2997.5,5395.5,16022.8,138987
28-10-2020,88,2533.03,2797.35,1331.8,3170.6,5189.3,16794.5,138012
28-10-2020,89,2399.12,2599.75,700,3129.3,4936.6,16597.2,137164
28-10-2020,90,2399.2,2579.81,674.9,3386.7,4930.6,16839.7,137781
28-10-2020,91,2369.98,2579.57,653.4,3354.6,4819.4,17500.3,137576
28-10-2020,92,2399.11,2579.04,633.4,3305.2,4796.2,17783.3,136821
28-10-2020,93,2150.94,2579.18,622.7,3171.2,4674.3,18392.5,135190
28-10-2020,94,2200.35,2497.99,742.7,3308.5,4660.8,18437.5,134056
28-10-2020,95,2200.14,2673.25,984.7,3030.7,4682.2,18174.7,132805
28-10-2020,96,2200.49,2516,859.3,3187,4647,17913.7,131813
29-10-2020,1,2050.32,2497.74,888.8,2861.4,4446.7,15601.1,130783
29-10-2020,2,2000.23,2497.8,888.7,2973.5,4408.9,16289.1,130209
29-10-2020,3,2000.95,2497.33,898.2,3164.1,4454.9,17186.1,128963
29-10-2020,4,1999.9,2500.63,998.2,3204.6,4440.5,17750,127975
29-10-2020,5,2000.09,2497.78,938.3,3197.7,4520.6,18636.1,127115
29-10-2020,6,1999.89,2497.24,943.3,3478.9,4453.4,18994.1,126376
29-10-2020,7,1999.85,2497.12,1032.8,3625.7,4438.8,19666,125589
29-10-2020,8,1999.78,2497.06,1022.8,3695.8,4430.5,20113,125090
29-10-2020,9,1999.65,2440.58,1038.8,3836.7,4420,21247.2,124273
29-10-2020,10,1999.62,2440.73,1042.8,3771,4408,21288.2,123889
29-10-2020,11,1999.6,2449.95,1049.8,3746.3,4400,21849.2,123344
29-10-2020,12,1999.53,2440.21,982.7,3798.9,4408.7,21708.5,122857
29-10-2020,13,1999.59,2424.91,1014,3880.5,4446.6,21697,122805
29-10-2020,14,1999.6,2349,1029,4003.7,4449.4,21752,122813
29-10-2020,15,1999.55,2349.55,958.6,4072.5,4446.1,21624.4,122652
29-10-2020,16,1999.47,2299.65,956.6,4076.9,4448.4,21470.4,122717
29-10-2020,17,1999.43,2283.26,766.3,4022.9,4460.9,20836.7,122696
29-10-2020,18,1999.64,2283.99,796.3,3997.9,4419.5,19849.8,123071
29-10-2020,19,1999.88,2283.25,778.8,3894.4,4353.9,19257.6,123967
29-10-2020,20,1999.94,2299.03,824.4,3660.4,4303.6,18803.9,125145
29-10-2020,21,2110.18,2497.38,969.3,3290.5,4403.9,17443.4,126445
29-10-2020,22,2299.03,2599.35,1178.9,3401.3,4719.9,16224.2,128304
29-10-2020,23,2063.48,2573.78,1282.3,3299.6,4657,15816.3,130459
29-10-2020,24,2076.06,2673.61,1455.9,3192.4,4936.2,16078.2,132245
29-10-2020,25,2260.34,2699.27,1251.2,2917.1,5483.4,14500,133134
29-10-2020,26,2378.08,2699.74,1245.1,2526.2,6158.6,14113.1,135707
29-10-2020,27,2479.54,2800.48,1309.8,2242.7,7386.2,13513.1,138106
29-10-2020,28,2550.05,2889.37,1442.7,2171.2,8186.5,13403.2,140441
29-10-2020,29,2749.96,2800.27,1452.5,2186,9383.2,12901.9,142557
29-10-2020,30,2969.09,2800.33,1467.6,2176.9,10520.6,12103.7,144233
29-10-2020,31,3049.98,3150.62,1570.6,1820.1,11673.3,11693.6,146517
29-10-2020,32,3299.94,3150.42,1585.6,1875.1,12432,11437,147739
29-10-2020,33,3249.45,2986.01,1399.3,1702.7,12730.9,11548.1,148060
29-10-2020,34,3499.82,2949.92,1399.3,1721.4,12727.4,11042.2,148989
29-10-2020,35,3559.05,2986.8,1504.3,1833.3,12308.9,10578.8,150099
29-10-2020,36,3600.61,2986.56,1504.3,1866.2,12293.1,10180.2,151408
29-10-2020,37,3489.35,2986.14,1712.2,2040.5,11493.7,10033.2,152412
29-10-2020,38,3489.95,2949.44,1712.2,2093.5,11614.9,10118.6,153847
29-10-2020,39,3499.65,2749.39,1747.2,2386.4,11976.8,10334,154705
29-10-2020,40,3499.37,2748.18,1762.2,2515.6,11927.4,10284,154783
29-10-2020,41,3189.89,2682.47,1219.7,2739.3,11372.8,10265,154473
29-10-2020,42,3196.31,2683.35,1297.7,2768.6,11391.4,10529.3,154894
29-10-2020,43,3199.13,2599.56,1617.6,3199.4,11504.8,10618.1,155009
29-10-2020,44,3199.1,2573.76,1609.6,3324.5,11703.5,10624.6,155077
29-10-2020,45,2969.6,2573.9,1655,3387.9,10925.2,11187.3,154665
29-10-2020,46,2969.32,2649.6,1740,3392.9,10507.2,10925,154425
29-10-2020,47,2899.95,2541.67,1589.3,3465,10128.8,11396.7,154065
29-10-2020,48,2899.75,2541.64,1589.3,3490.6,9524.4,11139,153287
29-10-2020,49,2899.49,2759.29,1925.3,3450.7,8996.5,10819.7,152302
29-10-2020,50,2899.65,2689.3,1865.3,3593.2,8922.6,10602,152824
29-10-2020,51,2799.82,2744.66,2083.3,3685,8150.4,10757.1,151962
29-10-2020,52,2765.92,2689.39,2040.3,3787.2,7686.7,10856.4,151449
29-10-2020,53,2679.91,2541.27,1419.8,4254.5,6955.3,11276.7,149426
29-10-2020,54,2600.11,2541.59,1496.8,4257.8,6751.5,11459.4,148012
29-10-2020,55,2507.13,2573.36,1729.4,4447.9,6796,12119.9,147271
29-10-2020,56,2533.49,2573.47,1745.4,4429.5,6975.7,12726,147250
29-10-2020,57,2399.26,2573.26,1652.8,4246.4,7034.3,13278.4,146978
29-10-2020,58,2399.08,2573.04,1752.3,4311.6,7183.7,13649.9,147565
29-10-2020,59,2399.53,2673.16,1657.6,4058.5,7311.2,13905.6,148023
29-10-2020,60,2399.06,2696,1746.6,3659,7430.5,13683.5,147692
29-10-2020,61,2533.02,2573.3,1589.2,3845.4,8157.2,12938.3,147279
29-10-2020,62,2540.4,2599.76,1559.1,3617.9,8154.5,12787.3,147222
29-10-2020,63,2635.27,2746.8,1314.2,2693.5,8741,12698.4,147316
29-10-2020,64,2679.8,2889.01,1364.2,2515.4,8901.3,12457.2,147139
29-10-2020,65,2729.39,2949.74,1366.3,2084.5,8775.3,11425.2,146216
29-10-2020,66,2777.08,2986.02,1446.3,2030.3,9025.4,11329.2,146184
29-10-2020,67,2969.25,2969.98,1382.1,1951.9,9558.7,11038,146697
29-10-2020,68,3001.8,2986.57,1452.1,1938.5,10200.1,10572.4,147293
29-10-2020,69,2985.33,3439.89,1653.3,2100.9,10423.2,11121.8,147044
29-10-2020,70,3049.71,3568.68,1718.5,2029.4,11087.9,11336.5,148213
29-10-2020,71,3200.42,3499.66,1310.1,1954.8,11871.1,11455.9,150464
29-10-2020,72,3559.03,3349.94,1265.6,1669.9,12757.8,11507.6,153648
29-10-2020,73,3737.53,3439.13,1429.7,1933.8,12377.1,11336.2,155381
29-10-2020,74,4333.57,3439.69,1739.7,2036.8,12433.6,10772.9,157887
29-10-2020,75,3980.78,3319.39,1263.2,1948.2,11994,10647.2,158977
29-10-2020,76,3749.41,3199.16,1231.7,2699.2,11468.7,10338.9,157570
29-10-2020,77,3559.28,2919.94,1219.4,2158.6,10496,10093.8,155894
29-10-2020,78,3189.57,2923.8,1060.1,2306.1,9843.3,10793,153851
29-10-2020,79,3150.05,2809.16,752.3,2025.2,9497.5,10936.1,152347
29-10-2020,80,2969.71,2809.12,624.9,2277.6,9108.3,11372.7,150655
29-10-2020,81,3066.04,2649.86,654.5,2353.4,8113.4,11515.3,148064
29-10-2020,82,2779.49,2745.77,635.8,2443.2,7429.8,11810.6,146001
29-10-2020,83,2679.43,2743.12,584.8,2394.8,7048.9,12297.8,144509
29-10-2020,84,2400.8,2744.09,635.6,2581.8,6594.2,12692.9,143263
29-10-2020,85,2408.9,2649.89,594.6,2784.6,6401.3,13122.6,141430
29-10-2020,86,2674.52,2649.18,573.5,2945.2,6334.4,13485.9,139996
29-10-2020,87,2677.91,2541.97,552.6,3156.9,6110.7,14241.1,138484
29-10-2020,88,2674.41,2540.03,487.6,3229.8,5851.9,14671.3,137435
29-10-2020,89,2399.74,2100.21,637.8,2542.9,5627.5,14835.8,136780
29-10-2020,90,2399.88,2020.39,622.8,2678.9,5485.7,14862.3,137282
29-10-2020,91,2399.67,2122.58,857.3,2686.3,5284.1,15721.4,136932
29-10-2020,92,2399.32,2122.55,857.8,2708.8,5094.1,15730.9,136204
29-10-2020,93,2249.42,2250.51,813.7,2830.5,4835.9,16499,134935
29-10-2020,94,2249.08,2283.07,864.8,2935.8,4814.4,16815.4,133729
29-10-2020,95,2243.49,2497.03,876.2,2977.8,4831.5,16375.4,132589
29-10-2020,96,2150.99,2497.4,966.2,2897.7,4786.2,16130.3,131530
30-10-2020,1,2249.12,2497.3,929,2776.2,4451.1,13240.4,130159
30-10-2020,2,2249.82,2497,905,3044,4420.1,13915.4,129474
30-10-2020,3,2260.73,2497.22,947.3,3101.9,4449.7,14826.4,128770
30-10-2020,4,2250.4,2497.31,958.3,3099.3,4418.8,15277.3,128341
30-10-2020,5,2214.11,2440.92,933.6,3710.2,4387.3,16143.3,127444
30-10-2020,6,2000.79,2440.5,927.4,3712.9,4293.2,16445.3,126505
30-10-2020,7,2000.33,2440.46,913.6,3745.5,4285.1,17132.3,125661
30-10-2020,8,2000.1,2440.86,1135.1,3734.3,4249,17411.2,125342
30-10-2020,9,1999.96,2496.8,1072.3,3875.1,4243.5,18517.7,124643
30-10-2020,10,1999.96,2496.7,1051.5,3854.8,4247.4,18676.7,124444
30-10-2020,11,1999.9,2497.68,1066.5,3729,4207.9,18900.7,124018
30-10-2020,12,1999.77,2497.41,991.5,3653.6,4230.8,18868.7,123714
30-10-2020,13,1999.85,2497.76,1109.2,3681.5,4244.5,18869.9,123261
30-10-2020,14,1999.85,2497.37,974.7,3661.3,4236.8,18845.9,123084
30-10-2020,15,1999.72,2497.04,946.5,3763.1,4238.5,18737.6,123159
30-10-2020,16,1999.62,2440.92,906.5,3858,4209.9,18676.6,123027
30-10-2020,17,1999.7,2480.02,1026.4,3917.2,4144.9,17794.7,123160
30-10-2020,18,2020.41,2497.17,1043.4,3868.7,4207.4,17309.3,124286
30-10-2020,19,2000.35,2497.74,1161.7,3795.3,4174.7,16354.3,125202
30-10-2020,20,2000.02,2500.1,1145.7,3468,4115.5,15805.7,126519
30-10-2020,21,1999.83,2573.2,1135.6,3334.3,3995.8,15101.6,127689
30-10-2020,22,1999.78,2573.38,1100.2,3374.3,4110.7,14516.3,129552
30-10-2020,23,1999.45,2573.61,1155.2,3162.9,4263.6,14240.5,131586
30-10-2020,24,1999.34,2673.76,1140.2,2790.7,4554.7,14218.3,133150
30-10-2020,25,2192.57,2781.72,909.7,2424.7,4849.4,13068.2,133644
30-10-2020,26,2260.37,2869.65,924.6,2246.1,5503.1,13466.3,136404
30-10-2020,27,2399.06,2986.15,1289,2190.5,5898.5,12427.4,139070
30-10-2020,28,2647.85,2986.1,1292,2200.8,6540.8,12195.8,141218
30-10-2020,29,2650.59,3015.72,1386.6,2254,7106.5,11535,143173
30-10-2020,30,2729.75,3048.73,1628.7,2288,7761,11167,145548
30-10-2020,31,2900.77,2999.05,1189.3,2391,8846.6,11047.1,147265
30-10-2020,32,3200.28,2999.56,1206.4,2276.4,9756.9,10789.6,148445
30-10-2020,33,3209.12,2986.2,1110.4,1734.5,9750.7,10414.9,149071
30-10-2020,34,3499.63,2986.02,1108.8,1757.1,9931,9905.1,150943
30-10-2020,35,3499.5,2986.95,1216.3,1580.8,9366.8,9354.4,152546
30-10-2020,36,3737.64,2986.93,1216.8,1584.9,9478.6,8914,153798
30-10-2020,37,3259.77,2986.1,1462.5,2082.8,9243.5,9422.8,154453
30-10-2020,38,3737.62,2923.96,1487.5,2186,10139.5,9477.1,156026
30-10-2020,39,3750.94,2896.21,1727.8,2438.8,10768.8,9618.5,156616
30-10-2020,40,3750.7,2923.24,1727.8,2372.5,10747.5,9662.8,156961
30-10-2020,41,3500.41,2739.88,1767.2,3050.3,10320.6,9898.8,156530
30-10-2020,42,3513.6,2739.67,1570.2,2930.1,10374.2,10047.8,157012
30-10-2020,43,3649.84,2739.79,1422.2,3292.8,10600.6,9836.6,157250
30-10-2020,44,3737.41,2739.81,1430.6,3082,10645.9,9542.7,157034
30-10-2020,45,3500.95,2949.83,1784.1,2895.6,10053.8,9520.3,156448
30-10-2020,46,3499.43,2923.17,1680.1,2895.5,9769.3,9631.1,156068
30-10-2020,47,3249.53,2892.57,1551,3119,9259.9,9777.2,155814
30-10-2020,48,3245.21,2892.37,1551,3211.2,8902.9,9679.5,155977
30-10-2020,49,3000.2,2889.86,1959.7,3487.7,7650.9,9903.6,154651
30-10-2020,50,2989.23,2839.57,1752.7,3459.7,7568.2,9989.4,154556
30-10-2020,51,2969.09,2649.55,1365.4,3638.9,6924.1,9934.7,153985
30-10-2020,52,2799.37,2573.6,1344.9,3759.2,6368,9936.1,153397
30-10-2020,53,2621.14,2541.7,1210.4,3939.3,5480,10253.9,151332
30-10-2020,54,2497.17,2541.88,1215.4,3781.7,5353.5,10912.6,150084
30-10-2020,55,2400.6,2940.97,2338.5,3588.1,5316.8,11337.1,149147
30-10-2020,56,2467,2949.85,2341,3533.7,5438.8,11883,149006
30-10-2020,57,2621.1,2791.35,2027.9,3673.1,5591.4,12327,148151
30-10-2020,58,2550.38,2781.29,2007.9,3676.8,5678.4,12766.2,148430
30-10-2020,59,2550.99,2744.24,1620.5,3640.3,6095.5,13034.7,148357
30-10-2020,60,2550.56,2744.56,1517.1,3516.7,6480.3,12847.7,148507
30-10-2020,61,2700.74,2784.3,1621.9,3498.3,6885.4,12347.6,147910
30-10-2020,62,2700.69,2889.32,1622.8,3424.3,6963.5,12155.8,147849
30-10-2020,63,2765.83,2981.22,1502.3,2462.4,7547.1,11846.5,147879
30-10-2020,64,2765.95,2949.76,1529.3,2520,7506.4,11695.1,147678
30-10-2020,65,2800.93,3000.92,1622.8,1901.9,7231.5,10840.2,147227
30-10-2020,66,2851.42,3149.61,1645.1,1875.3,7382,11013.1,147137
30-10-2020,67,2969.6,3101.32,1650.4,2066.5,7958.6,11342,147930
30-10-2020,68,2969.22,3200.77,1782.6,1887.4,8462.6,11223.1,148202
30-10-2020,69,2851.78,3559.39,1691,2198.6,8630.2,11497.7,148470
30-10-2020,70,3001.05,3559.52,1778.7,2267.5,8987,11394.3,149649
30-10-2020,71,3150.69,3599.27,1590.2,2231.9,9520.3,10989.2,151574
30-10-2020,72,3400.51,3559.82,1509.4,1843.4,10278,11023.1,154072
30-10-2020,73,3499.77,3599.12,1324.7,1454.5,10429.8,11486.7,155237
30-10-2020,74,3737.16,3559.73,1375.7,1655.2,10336.1,11165.5,157206
30-10-2020,75,3304,3559.68,1746.5,1853.5,9857.1,11346.3,158066
30-10-2020,76,3259.2,3559.57,1815.4,2231.3,9672.8,11355.1,157372
30-10-2020,77,3199.34,3599.49,1713.9,2089.5,8800,11430.9,155452
30-10-2020,78,2899.19,3559.07,1413.9,2345.3,8223.6,11910.6,153800
30-10-2020,79,2879.53,2899.22,927.2,3341.6,7991.1,11955.1,152078
30-10-2020,80,2879.7,2892.18,812.3,3565.7,7742.3,12189.5,150147
30-10-2020,81,2879.45,2689.97,761.6,3237.4,7267.8,11933.1,148164
30-10-2020,82,2879.9,2689.09,720.6,3306.1,7027.8,12137.3,146623
30-10-2020,83,2779.77,2675,859.6,2878.7,6633.5,12223.6,144836
30-10-2020,84,2550.1,2567.2,835.6,2974.2,6090.2,12740,143205
30-10-2020,85,2450.2,2689.39,819.9,2104.6,5640.8,12758.7,141590
30-10-2020,86,2649.42,2689.4,812.9,2147.6,5571.4,13123.1,140214
30-10-2020,87,2649.78,2573.62,679.9,2654.2,5385.8,13392.1,138625
30-10-2020,88,2416.3,2499.46,609.9,2903.8,5109.6,13826.1,137284
30-10-2020,89,2399.12,1999.78,488.6,3664.1,4969.2,14806.5,136992
30-10-2020,90,2249.94,1999.76,482.6,3455.8,4807.5,14526.1,137800
30-10-2020,91,2063.55,1999.98,703.1,3563.3,4513.7,14438.2,137405
30-10-2020,92,2063.67,2020.19,701.3,3649,4470,14212.7,136846
30-10-2020,93,1999.99,2100.94,824.6,3231,4393.9,15317.2,135821
30-10-2020,94,2000.19,2100.49,808.6,3358.6,4255.7,15425.7,134552
30-10-2020,95,1999.91,2440.04,897.9,3307.2,4181.3,15253.7,133213
30-10-2020,96,1999.68,2440.02,910.8,3307.2,4121,14764.6,132080
31-10-2020,1,2100.67,2781.05,1238.8,1989.5,4786,14048.5,131174
31-10-2020,2,2110.43,2689.55,1142.5,2349.2,4726.9,14589,130420
31-10-2020,3,2249.53,2689.62,1366.4,2687.5,4728.9,15400.9,129461
31-10-2020,4,2249.42,2673.31,1366.4,2903.6,4676.6,15765,128600
31-10-2020,5,2260.22,2573.63,1499.4,3558.2,4761.3,16585.9,127723
31-10-2020,6,2260.07,2573.72,1539.4,3594.6,4676.3,16938,126923
31-10-2020,7,2249.41,2541.77,1419.3,3594.6,4623.6,17520,126107
31-10-2020,8,2214.44,2541.28,1404.3,3687.6,4586.7,17746,125649
31-10-2020,9,2192.1,2541.28,1394.6,3793.3,4479.3,18798.1,125007
31-10-2020,10,2130.05,2500.59,1332.3,3823.1,4474,18867.1,124638
31-10-2020,11,2171.5,2541.03,1185.8,3737.6,4425.6,19475.1,124255
31-10-2020,12,2130.1,2497.94,1129.4,3762.8,4436.4,19547.1,124119
31-10-2020,13,2089.61,2497.9,1113.4,3604.9,4401.9,19651.3,124117
31-10-2020,14,2089.51,2500.18,1158.2,3603,4381.1,19672.3,124034
31-10-2020,15,2089.24,2541.3,1280.4,3591.8,4398.2,19721,123966
31-10-2020,16,1999.95,2497.8,1182.4,3702,4366.4,19771.9,123774
31-10-2020,17,1999.94,2283.93,1145.3,3867.4,4352,18435,124008
31-10-2020,18,2100.54,2497.46,1088.8,3738.1,4433.9,17992.3,125313
31-10-2020,19,2214.11,2497.58,1144.5,3675.1,4475.4,17018.3,125970
31-10-2020,20,2196.09,2497.76,1131,3430.6,4535.1,16754,126835
31-10-2020,21,2250.28,2744.06,1418.6,2357.8,4517.2,16889.7,128244
31-10-2020,22,2260.89,2759.56,1418,2310,4727.7,15791.2,130335
31-10-2020,23,2130.43,2744.38,1385.5,3141.3,4910.5,15026.5,131759
31-10-2020,24,2192.23,2781.48,1602.5,3348.2,5315.5,14550.3,134032
31-10-2020,25,2378.11,2924.23,1507.1,2527.8,5552.2,13502.4,134722
31-10-2020,26,2300.27,3260.25,1346,2056.6,6227,13524,137278
31-10-2020,27,2647.12,3274.52,1395.4,2275.9,7347.4,12830.8,139762
31-10-2020,28,2799.13,3276.32,1388.4,2274.9,8311.3,12572.6,142141
31-10-2020,29,2850.41,3292.16,1311,1962,8463.8,12151.6,144093
31-10-2020,30,2969.81,3300.56,1317,1915.9,9295.6,11632.8,146170
31-10-2020,31,2969.36,3950.13,1721.4,1423.9,9440.8,11538,147510
31-10-2020,32,2971.3,3900.95,1743.4,1463.9,9910.3,11364.9,148419
31-10-2020,33,2969.88,4500.58,1987.6,1352.5,10407.7,11614.9,148964
31-10-2020,34,3070.17,4590.43,1984.6,965.1,10357.7,11231.3,150990
31-10-2020,35,3163.65,3300.88,1325.5,1692.7,9968.1,10821.3,152250
31-10-2020,36,3341.04,3599.14,1303.5,1584.9,9869.5,10430.8,153537
31-10-2020,37,2987.8,2933.82,1393.1,2513.7,8981.2,9918.4,154702
31-10-2020,38,3249.82,2932.57,1393.1,2762.7,9736.8,9978,155882
31-10-2020,39,3300.22,2992.5,1313.1,1975.2,9939.6,10390.2,156330
31-10-2020,40,3489.69,2992.05,1313.2,2015.2,10210.4,10569.6,156592
31-10-2020,41,3209.41,2986.26,1738.5,2989.3,9812.5,10269,156446
31-10-2020,42,3400.24,2989.03,1817.9,2955.8,10224.4,10560.4,156752
31-10-2020,43,3489.84,2781.24,1616.7,3089.5,10432.8,10642.2,156953
31-10-2020,44,3559.09,2889.25,1616.7,2994,10537.5,10753.7,156860
31-10-2020,45,3209.26,2909.09,1584.7,3139.2,9984.8,11159.5,156317
31-10-2020,46,3000.97,2909.68,1594.7,3015.9,9472.6,11221.2,156653
31-10-2020,47,2971.42,2992.3,1925.6,2683.9,8992.4,11150.7,156436
31-10-2020,48,2969.16,2992.13,1925.6,2773.7,8540.6,11351.1,155807
31-10-2020,49,2899.58,2909.9,1898.9,3030.7,7594.7,10863.2,154392
31-10-2020,50,2899.56,2923.38,1886.9,2996.1,7306.8,10687.1,154647
31-10-2020,51,2899.24,2781.9,1808.7,3374.5,6936.3,10018.4,154478
31-10-2020,52,2765.75,2759.14,1738.7,3452.2,6756.7,10049.2,153756
31-10-2020,53,2650.1,2707.42,1763.8,4076.8,6365,11083.1,151314
31-10-2020,54,2600.94,2729.48,1860.5,4096.8,6306.1,11305.7,150150
31-10-2020,55,2621.09,2744.68,1822.5,3972.6,6396.8,11799.2,149316
31-10-2020,56,2633.97,2759.66,1822.5,3842.3,6581.1,12252.1,149258
31-10-2020,57,2674.31,2889.08,2178,3736.9,6962.4,12571.3,148505
31-10-2020,58,2674.85,2906.8,2163,3547,7170.4,12866.9,148188
31-10-2020,59,2649.92,2923.58,1781.5,3174.6,7461.4,12965,149387
31-10-2020,60,2621.6,2964.56,1879.5,3204.8,7530.7,12688.5,149591
31-10-2020,61,2729.69,2989.98,2137.3,3253.4,7894.1,12530.6,149149
31-10-2020,62,2765.26,3000.53,2158.3,2919.3,8191,12274.4,148731
31-10-2020,63,2765.97,3500.52,2611.3,2442.8,8347.8,12036.2,148835
31-10-2020,64,2797.74,3500.06,2428.3,2445.6,8455.8,11840.7,148772
31-10-2020,65,2899.64,3707.88,2895.2,2569.3,8267.1,10655.8,148563
31-10-2020,66,2969.31,3875.26,2945.3,2493.7,8605.3,10454.6,148439
31-10-2020,67,3049.7,4000.5,2854.8,2251.7,9372.2,10276,148930
31-10-2020,68,3189.69,4000.62,2983.8,2245.7,9660.7,9948.6,149525
31-10-2020,69,3200.01,4004,2873.6,2588.8,9355.6,10045.2,149102
31-10-2020,70,3049.8,4404.78,3074.8,2311.5,9528,10432.6,150215
31-10-2020,71,3001.26,5499.15,3023,1636.6,9547.2,10718.3,152699
31-10-2020,72,3450.76,5000.84,2945.8,1638.7,10672.7,10787.8,155041
31-10-2020,73,3500.56,5000.15,2447.5,1911,10610.3,11142.5,155512
31-10-2020,74,3719.18,3579.97,2102.5,2093.9,10722.1,10936.2,157253
31-10-2020,75,3500.55,3349.89,1417.5,1850.7,10394.6,11076.4,157715
31-10-2020,76,3189.03,3349.25,1385.2,2269.8,9669.5,11330.9,157295
31-10-2020,77,3299.64,3579.41,1372.5,1992.1,9514.6,11183.6,155932
31-10-2020,78,3189.65,3149.1,1439.5,2388.1,8817.8,11097.7,154578
31-10-2020,79,3189.17,2992.34,1238.8,3028.4,8400.9,10573.7,152954
31-10-2020,80,2899.87,2759.86,1233.2,3571.9,7803.5,10930.2,150635
31-10-2020,81,2969.86,2649.94,1026,3830.7,7599.4,10621.9,147871
31-10-2020,82,2879.64,2599.29,1049.5,4030.6,7394.2,10927.1,145734
31-10-2020,83,2679.47,1999.9,590.5,4003.3,7112,11440.5,144260
31-10-2020,84,2674.98,1999.6,548.5,4175.1,6960.8,11840.3,142964
31-10-2020,85,2679.47,2249.51,855.5,4088.3,6837.1,12704.7,141642
31-10-2020,86,2649.83,2551.2,889.5,4064.9,6555.4,12931,140324
31-10-2020,87,2674.55,2283.95,907.1,3723.3,6269.9,13322,138555
31-10-2020,88,2533.33,2541.4,1102.1,3881.3,5889.6,13795,137235
31-10-2020,89,2196.47,2300.68,1215.1,3850.3,5369.7,14491.6,136455
31-10-2020,90,2313.6,2283.53,1076.4,3848.7,5273.7,13892.7,137025
31-10-2020,91,2335.4,2283.59,1022.9,3924.2,5135.8,13958.8,136782
31-10-2020,92,2399.08,2249.28,972.9,4203.3,5080.1,14131.8,136113
31-10-2020,93,2260.38,2300.39,1082.9,3727,5090.1,15115.3,134413
31-10-2020,94,2270.21,2573.3,1539.3,3755.8,5096,15360.8,132928
31-10-2020,95,2300.14,2573.89,1651.2,4227.3,5039.9,15107.4,131835
31-10-2020,96,2196.72,2600.18,1662.2,4231.1,4887.4,14670.3,130722
01-11-2020,1,2399.01,2689.67,1476.7,2548.7,5367.1,15830.2,129158
01-11-2020,2,2352.64,2689.16,1466.7,2675.6,5331.7,16530.7,128335
01-11-2020,3,2352.02,2673.2,1343.2,2857.6,5351,17534.7,128084
01-11-2020,4,2243.14,2673.47,1383.2,2885.3,5308.6,18049.6,127731
01-11-2020,5,2191.83,2604.4,1488.2,3004.8,5362.6,18854.2,126738
01-11-2020,6,2191.65,2649.8,1533.2,3004.9,5295.3,19252.2,125892
01-11-2020,7,2191.57,2573.48,1541.2,3071.2,5200.8,19787.3,125252
01-11-2020,8,2191.33,2573.78,1553.2,3030.8,5175.5,20020.9,124863
01-11-2020,9,2089.33,2573.73,1569.2,2973.8,5051.9,21145.9,124083
01-11-2020,10,2052.94,2573.55,1554.8,2991,5054.7,21243.7,123763
01-11-2020,11,2052.12,2573.47,1535.1,2985.1,5007.9,21783.7,123353
01-11-2020,12,2000,2573.22,1538.4,3030.7,5016.9,21796.7,123025
01-11-2020,13,2050.38,2573.91,1526.4,3041.2,5031.6,21766.7,122894
01-11-2020,14,2052.01,2573.77,1532.4,3072.7,5019.1,21702.7,122780
01-11-2020,15,2020.28,2573.01,1552.4,3217,5008.4,21696.4,122266
01-11-2020,16,1999.96,2573.42,1552.4,3149.5,4988.9,21800.4,122303
01-11-2020,17,2052.35,2497.8,1377.4,3500.8,5082.7,21281.6,122653
01-11-2020,18,2150.78,2497.83,1391.4,3441.6,5059,20678.2,123458
01-11-2020,19,2191.54,2573.1,1548.3,3314.7,4983.1,19827.2,124271
01-11-2020,20,2349.01,2573.98,1554.7,3217.7,4944.7,19221.7,125650
